epoch,train_loss,val_loss,train_data,train_physics,train_mono,train_bound,val_data,val_physics,val_mono,val_bound,val_mae,val_rmse,val_real_mae,val_real_rmse,val_endpoint_mae,val_real_endpoint_mae,lr,violations,nfe,skipped_batches
30,0.1433605942875147,0.018975766375660896,0.02867208793759346,3.0922205951355863e-07,0.0,0.0,0.018975723534822464,4.3750003442255547e-07,0.0,0.0,0.18218928575515747,0.21153545398341456,0.18218928575515747,0.21153545398341456,0.1821892880834639,0.1821892880834639,3.843272972840373e-05,0.0,1061.0,0.0
31,0.15635070949792862,0.01897234097123146,0.03127011563628912,2.648809740435354e-07,0.0,0.0,0.018972298130393028,4.3750003442255547e-07,0.0,0.0,0.1820978820323944,0.21151386214656823,0.1820978820323944,0.21151386214656823,0.182097886223346,0.182097886223346,3.6371125700927695e-05,0.0,1067.0,0.0
32,0.09796254220418632,0.018956739455461502,0.01959245846956037,5.009579133741227e-07,0.0,0.0,0.01895669661462307,4.3750003442255547e-07,0.0,0.0,0.18191391229629517,0.21145354830835447,0.18191391229629517,0.21145354830835447,0.18191392626613379,0.18191392626613379,3.432083863091088e-05,0.0,1070.0,0.0
33,0.15581145137548447,0.018972055986523628,0.031162218656390905,7.130953179057542e-07,0.0,1.0492470225997863e-09,0.018972013145685196,4.3750003442255547e-07,0.0,0.0,0.18252646923065186,0.2114905771248647,0.18252646923065186,0.2114905771248647,0.18252646876499057,0.18252646876499057,3.2287488212698504e-05,0.0,1037.0,0.0
34,0.15662743523716927,0.018987705931067467,0.03132542688399553,5.062500605390596e-07,0.0,1.9563311748349577e-08,0.018987663090229034,4.3750003442255547e-07,0.0,0.0,0.18295153975486755,0.21154823897513936,0.18295153975486755,0.21154823897513936,0.18295154813677073,0.18295154813677073,3.0276647718450438e-05,0.0,1125.5,0.0
35,0.12800806760787964,0.019105970859527588,0.025601579807698727,3.3088239348444404e-07,0.0,0.0,0.019105928018689156,4.3750003442255547e-07,0.0,0.0,0.18516987562179565,0.2120988189852557,0.18516987562179565,0.2120988189852557,0.18516989331692457,0.18516989331692457,2.829382872218958e-05,0.0,1038.5,0.0
36,0.13282873295247555,0.019174914807081223,0.02656569518148899,3.9803986595643437e-07,0.0,2.327854131678464e-08,0.01917487196624279,4.3750003442255547e-07,0.0,0.0,0.18597756326198578,0.21244793106724966,0.18597756326198578,0.21244793106724966,0.18597756326198578,0.18597756326198578,2.634446599296064e-05,0.0,1076.0,0.0
37,0.2128306869417429,0.019122635945677757,0.042566079180687666,5.640021427666397e-07,0.0,5.736767061392811e-09,0.019122593104839325,4.3750003442255547e-07,0.0,0.0,0.1853356808423996,0.21218259998163888,0.1853356808423996,0.21218259998163888,0.18533568968996406,0.18533568968996406,2.44339025985059e-05,0.0,1101.5,0.0
38,0.1667696312069893,0.01904616504907608,0.03335384372621775,6.287356981715675e-07,0.0,3.982602381213951e-08,0.019046122208237648,4.3750003442255547e-07,0.0,0.0,0.18382111191749573,0.21181594757128905,0.18382111191749573,0.21181594757128905,0.1838210984133184,0.1838210984133184,2.2567375260287904e-05,0.0,1068.5,0.0
39,0.12801106460392475,0.01903710514307022,0.02560217771679163,3.395376495518576e-07,0.0,2.462734571828662e-09,0.01903706230223179,4.3750003442255547e-07,0.0,0.0,0.18305142223834991,0.2117861084574255,0.18305142223834991,0.2117861084574255,0.1830514227040112,0.1830514227040112,2.075000000000001e-05,0.0,1101.5,0.0
40,0.19379834458231926,0.01905534602701664,0.038759589195251465,5.672619778351873e-07,0.0,4.752764226623185e-08,0.019055303186178207,4.3750003442255547e-07,0.0,0.0,0.1833093911409378,0.21188966109601803,0.1833093911409378,0.21188966109601803,0.18330938881263137,0.18330938881263137,1.8986758116906445e-05,0.0,1085.0,0.0
41,0.11750342138111591,0.019072378054261208,0.023500614799559116,6.583333984622186e-07,0.0,7.0732184553889965e-09,0.019072335213422775,4.3750003442255547e-07,0.0,0.0,0.1834813952445984,0.2119692717327416,0.1834813952445984,0.2119692717327416,0.18348139012232423,0.18348139012232423,1.7282482534447317e-05,0.0,1058.0,0.0
42,0.13830135017633438,0.01908496581017971,0.02766021341085434,5.637315965145717e-07,0.0,0.0,0.019084922969341278,4.3750003442255547e-07,0.0,0.0,0.18375840783119202,0.2120376613212664,0.18375840783119202,0.2120376613212664,0.18375840410590172,0.18375840410590172,1.5641844553531427e-05,0.0,1100.0,0.0
43,0.1564219854772091,0.019106127321720123,0.031284335535019636,6.138650121556566e-07,0.0,0.0,0.01910608448088169,4.3750003442255547e-07,0.0,0.0,0.18438845872879028,0.21218633081173027,0.18438845872879028,0.21218633081173027,0.18438844848424196,0.18438844848424196,1.4069341048825113e-05,0.0,1043.0,0.0
44,0.1033974244055571,0.01914396323263645,0.020679431661847048,5.14035157550552e-07,0.0,3.0515758808746796e-09,0.01914392039179802,4.3750003442255547e-07,0.0,0.0,0.18490824103355408,0.2124522358844251,0.18490824103355408,0.2124522358844251,0.18490824243053794,0.18490824243053794,1.2569282143131376e-05,0.0,1046.0,0.0
45,0.10874074161984026,0.019139977172017097,0.021748098952230066,4.855603918940687e-07,0.0,6.808720254269929e-10,0.019139934331178665,4.3750003442255547e-07,0.0,0.0,0.18492016196250916,0.21240358023448014,0.18492016196250916,0.21240358023448014,0.184920156840235,0.184920156840235,1.1145779393642936e-05,0.0,1116.5,0.0
46,0.15663721412420273,0.01910785399377346,0.03132738312706351,5.166667307321404e-07,0.0,1.771015789575614e-08,0.019107811152935028,4.3750003442255547e-07,0.0,0.0,0.18430966138839722,0.21216584116155085,0.18430966138839722,0.21216584116155085,0.18430966651067138,0.18430966651067138,9.80273452244965e-06,0.0,1079.0,0.0
47,0.16362343356013298,0.019100740551948547,0.03272461658343673,6.242816823487374e-07,0.0,1.6015478613434775e-08,0.019100697711110115,4.3750003442255547e-07,0.0,0.0,0.18407031893730164,0.21211825259126277,0.18407031893730164,0.21211825259126277,0.1840703273192048,0.1840703273192048,8.54382872218958e-06,0.0,1065.5,0.0
48,0.14081928879022598,0.01909257285296917,0.02816382236778736,3.332108207132478e-07,0.0,4.559003841109188e-09,0.019092530012130737,4.3750003442255547e-07,0.0,0.0,0.18410974740982056,0.2120968605972368,0.18410974740982056,0.2120968605972368,0.18410973669961095,0.18410973669961095,7.372512566155754e-06,0.0,1055.0,0.0
49,0.10692220367491245,0.019091645255684853,0.021384387277066708,5.375000569074473e-07,0.0,0.0,0.01909160241484642,4.3750003442255547e-07,0.0,0.0,0.18427753448486328,0.2121313185607794,0.18427753448486328,0.2121313185607794,0.18427754566073418,0.18427754566073418,6.291996550514671e-06,0.0,1031.0,0.0
50,0.14634836092591286,0.01911073923110962,0.029269642662256956,2.9454025707309484e-07,0.0,0.0,0.019110696390271187,4.3750003442255547e-07,0.0,0.0,0.18455854058265686,0.21226133730436095,0.18455854058265686,0.21226133730436095,0.18455854384228587,0.18455854384228587,5.305242294559473e-06,0.0,1097.0,0.0
51,0.18379841558635235,0.01911272667348385,0.03675964893773198,3.427442862857788e-07,0.0,0.0,0.019112683832645416,4.3750003442255547e-07,0.0,0.0,0.18458689749240875,0.21227969432223157,0.18458689749240875,0.21227969432223157,0.18458688911050558,0.18458688911050558,4.414954423117262e-06,0.0,1037.0,0.0
52,0.12586301192641258,0.01910223998129368,0.02517254836857319,3.0059527489356697e-07,0.0,4.7160153116010406e-08,0.019102197140455246,4.3750003442255547e-07,0.0,0.0,0.18443824350833893,0.2122117601579603,0.18443824350833893,0.2122117601579603,0.18443825375288725,0.18443825375288725,3.6235731533605318e-06,0.0,1115.0,0.0
53,0.13556934893131256,0.01908096857368946,0.027113817632198334,5.19554149036594e-07,0.0,3.03555180991566e-10,0.01908092573285103,4.3750003442255547e-07,0.0,0.0,0.1841481477022171,0.21208087666468306,0.1841481477022171,0.21208087666468306,0.18414814583957195,0.18414814583957195,2.9332676063414364e-06,0.0,1073.0,0.0
54,0.16219989955425262,0.019071275368332863,0.03243990056216717,6.314484721769986e-07,0.0,3.230086687011635e-08,0.01907123252749443,4.3750003442255547e-07,0.0,0.0,0.18396246433258057,0.21200849477037748,0.18396246433258057,0.21200849477037748,0.18396247597411275,0.18396247597411275,2.3459298615818024e-06,0.0,1041.5,0.0
55,0.11717420164495707,0.019072337076067924,0.023434790782630444,4.998479212758866e-07,0.0,0.0,0.019072294235229492,4.3750003442255547e-07,0.0,0.0,0.183954656124115,0.21201149946190007,0.183954656124115,0.21201149946190007,0.18395466776564717,0.18395466776564717,1.8631697710146758e-06,0.0,1046.0,0.0
56,0.09312573075294495,0.019070498645305634,0.01862510747741908,3.167741766674226e-07,0.0,1.4075291154824754e-08,0.0190704558044672,4.3750003442255547e-07,0.0,0.0,0.18395966291427612,0.21200592932754034,0.18395966291427612,0.21200592932754034,0.183959670830518,0.183959670830518,1.4863105464920626e-06,0.0,1064.0,0.0
57,0.1557738035917282,0.019071927294135094,0.03115473361685872,2.6954367626785825e-07,0.0,0.0,0.01907188445329666,4.3750003442255547e-07,0.0,0.0,0.183986634016037,0.21201502245240297,0.183986634016037,0.21201502245240297,0.18398663168773055,0.18398663168773055,1.2163851329532007e-06,0.0,1059.5,0.0
58,0.18542304262518883,0.019073886796832085,0.0370845808647573,2.8463205836715133e-07,0.0,0.0,0.019073843955993652,4.3750003442255547e-07,0.0,0.0,0.18401798605918884,0.2120253450924998,0.18401798605918884,0.2120253450924998,0.18401797907426953,0.18401797907426953,1.0541333771943335e-06,0.0,1100.0,0.0
59,0.09336835308931768,0.019075853750109673,0.018673610786208883,5.950842023594305e-07,0.0,1.2722303766032894e-10,0.01907581090927124,4.3750003442255547e-07,0.0,0.0,0.1840524971485138,0.21203741535508236,0.1840524971485138,0.21203741535508236,0.18405249947682023,0.18405249947682023,1e-06,0.0,1089.5,0.0
