epoch,train_loss,train_data,val_loss,val_rmse,val_real_rmse,val_endpoint_mae,val_real_endpoint_mae,lr,violations,nfe,skipped
32,0.0044439320076147875,0.004392285762616016,0.011612369451597715,0.16149596938825275,0.16149596938825275,0.1299607278779149,0.1299607278779149,3.769253581563264e-06,0.0,62.833333333333336,0
33,0.004550866821752998,0.0045028129891970066,0.011581311220845159,0.16113281840310162,0.16113281840310162,0.12995586264878511,0.12995586264878511,3.1367176168656638e-06,0.0,63.083333333333336,0
34,0.004530322514691123,0.004484414455038493,0.011621719142283382,0.16143524473233437,0.16143524473233437,0.1303189042955637,0.1303189042955637,2.580405399268667e-06,0.0,63.333333333333336,0
35,0.004604558997921042,0.004559899281941979,0.011653269160582624,0.16162792893047095,0.16162792893047095,0.13074045069515705,0.13074045069515705,2.1037467785863424e-06,0.0,62.916666666666664,0
36,0.004579483516064187,0.004529401907196097,0.011637028845157715,0.16152223293467274,0.16152223293467274,0.1305778454989195,0.1305778454989195,1.7096805137202739e-06,0.0,62.916666666666664,0
37,0.0044635338816366105,0.004416014709142423,0.011654652237538699,0.16163792096709279,0.16163792096709279,0.13073377031832933,0.13073377031832933,1.4006361542336899e-06,0.0,62.833333333333336,0
38,0.004441282224093691,0.004384224160260273,0.011655802439531016,0.16163341387684443,0.16163341387684443,0.13074945844709873,0.13074945844709873,1.1785190613705039e-06,0.0,62.833333333333336,0
39,0.004672792777242307,0.004625960380908604,0.011649611015926098,0.16161582794444226,0.16161582794444226,0.1306530674919486,0.1306530674919486,1.0446986608696444e-06,0.0,63.0,0
40,0.00458091390116127,0.0045324064137446385,0.011646508055562776,0.1616167630028339,0.1616167630028339,0.13058068975806236,0.13058068975806236,3e-05,0.0,63.25,0
41,0.004776753773567875,0.004719008268694659,0.011603575398112298,0.16200286627427501,0.16200286627427501,0.12899888399988413,0.12899888399988413,2.9988821025490485e-05,0.0,62.916666666666664,0
42,0.0046201692256791676,0.004555372752506849,0.011668850273835574,0.16182829196066975,0.16182829196066975,0.1309614358469844,0.1309614358469844,2.995530133913036e-05,0.0,62.666666666666664,0
43,0.004676644748093632,0.0046178183271956795,0.011697005708503294,0.1615917871219957,0.1615917871219957,0.13230757787823677,0.13230757787823677,2.9899492625846433e-05,0.0,63.0,0
44,0.004697268787865028,0.004637213926912409,0.011628180109141795,0.1615453481881641,0.1615453481881641,0.13052571844309568,0.13052571844309568,2.98214809386295e-05,0.0,63.333333333333336,0
45,0.0046473395467580125,0.004593920728748597,0.01161677364074265,0.16108630278243366,0.16108630278243366,0.131288708653301,0.131288708653301,2.9721386565846843e-05,0.0,63.083333333333336,0
46,0.0047726537332613995,0.004717620482686868,0.011481769096860717,0.15987447776418182,0.15987447776418182,0.13057003309950233,0.13057003309950233,2.959936384576631e-05,0.0,63.25,0
47,0.004952043494712812,0.004902760277083473,0.011480743813990557,0.16009300198613613,0.16009300198613613,0.1299466611817479,0.1299466611817479,2.9455600928577886e-05,0.0,63.75,0
48,0.004867439182787179,0.004826321369276027,0.011535925707988781,0.16029648930521564,0.16029648930521564,0.13104086462408304,0.13104086462408304,2.929031948627973e-05,0.0,63.333333333333336,0
49,0.004603038565735555,0.004559484884464066,0.011670983216117037,0.16152479255024355,0.16152479255024355,0.13095284346491098,0.13095284346491098,2.9103774370876022e-05,0.0,63.416666666666664,0
50,0.004649317656471573,0.004592021458561944,0.011513618129356473,0.16116507440888542,0.16116507440888542,0.12842462910339236,0.12842462910339236,2.8896253221413658e-05,0.0,62.833333333333336,0
51,0.004654959120107567,0.004605537519954023,0.011581424555515696,0.1617962630091102,0.1617962630091102,0.12882379349321127,0.12882379349321127,2.866807602046368e-05,0.0,63.0,0
52,0.0046782767105134505,0.00463609944362986,0.01167696527551243,0.161996157400778,0.161996157400778,0.13050301326438785,0.13050301326438785,2.8419594600731333e-05,0.0,62.75,0
53,0.0046045364773937714,0.004549011891294678,0.011644186068451745,0.1615576294311288,0.1615576294311288,0.13080464536324143,0.13080464536324143,2.8151192102555558e-05,0.0,62.75,0
54,0.004658586532340476,0.004606308846233118,0.011573434200215615,0.1612334679773961,0.1612334679773961,0.1291372301056981,0.1291372301056981,2.7863282383134336e-05,0.0,62.916666666666664,0
55,0.0046566749478734615,0.0046128936378101075,0.011758273922168883,0.16199312075994216,0.16199312075994216,0.1339294188655913,0.1339294188655913,2.7556309378386908e-05,0.0,62.833333333333336,0
56,0.0046816030745565245,0.004637678811735984,0.011784690875629167,0.1621554100564398,0.1621554100564398,0.1343691162765026,0.1343691162765026,2.7230746418436738e-05,0.0,63.166666666666664,0
57,0.0046889502040683186,0.0046414390608807326,0.011539344856998923,0.16102863360989433,0.16102863360989433,0.1286580478772521,0.1286580478772521,2.6887095497770802e-05,0.0,63.666666666666664,0
58,0.0046330909761217575,0.004583023026555111,0.011753670691888374,0.16214652948869063,0.16214652948869063,0.1321749733760953,0.1321749733760953,2.652588650120045e-05,0.0,63.083333333333336,0
59,0.0047543110295925495,0.004713813664362003,0.011780742472693007,0.1624180200352346,0.1624180200352346,0.1320145856589079,0.1320145856589079,2.614767638681744e-05,0.0,62.916666666666664,0
60,0.004823811943608468,0.004774691788526297,0.011681876382340306,0.16230661659232737,0.16230661659232737,0.12984161637723446,0.12984161637723446,2.5753048327204938e-05,0.0,63.083333333333336,0
61,0.0046479594022130755,0.004599583076032193,0.011551955133285219,0.16114887610161197,0.16114887610161197,0.12874358892440796,0.12874358892440796,2.534261081022766e-05,0.0,63.25,0
62,0.004654026623455031,0.004593726653472648,0.011571174447453814,0.161701425284464,0.161701425284464,0.1287125051021576,0.1287125051021576,2.491699670078767e-05,0.0,63.333333333333336,0
63,0.004440259784109359,0.004363914916295088,0.011609929619226023,0.16201429072490925,0.16201429072490925,0.12887409795075655,0.12887409795075655,2.4476862264992593e-05,0.0,63.166666666666664,0
64,0.004699565270723522,0.004648181199207279,0.011574915524306562,0.1617099242423092,0.1617099242423092,0.12875561323016882,0.12875561323016882,2.402288615824086e-05,0.0,63.166666666666664,0
65,0.004872091275098948,0.004833193256164097,0.011652468378684944,0.1616156752304091,0.1616156752304091,0.130472669377923,0.130472669377923,2.355576837878423e-05,0.0,63.25,0
66,0.0045425076975552274,0.004486209045833473,0.011650996320497597,0.16208328194474494,0.16208328194474494,0.12950164452195168,0.12950164452195168,2.307622918838126e-05,0.0,62.833333333333336,0
67,0.004437450018604257,0.004389852200071055,0.011754317363426026,0.16225629867865593,0.16225629867865593,0.13191564148291945,0.13191564148291945,2.258500800170585e-05,0.0,63.0,0
68,0.00451651846680079,0.004468824747206668,0.011697999037096452,0.16293682510976645,0.16293682510976645,0.12892335699871182,0.12892335699871182,2.208286224622343e-05,0.0,63.083333333333336,0
69,0.004457060008293625,0.004403198183673062,0.01150470906553025,0.16069355159380358,0.16069355159380358,0.12790233502164483,0.12790233502164483,2.157056619429271e-05,0.0,63.166666666666664,0
70,0.004591316304814402,0.004550464350550164,0.011590432272896578,0.161999642280873,0.161999642280873,0.12866792641580105,0.12866792641580105,2.1048909769293804e-05,0.0,62.75,0
71,0.00470118248230891,0.0046488000941009334,0.011625560665480705,0.16141630090488823,0.16141630090488823,0.1300100958906114,0.1300100958906114,2.051869732762365e-05,0.0,63.0,0
72,0.0045771547685823245,0.004538454819866662,0.011656568810636259,0.16161407833008373,0.16161407833008373,0.13067269884049892,0.13067269884049892,1.9980746418436738e-05,0.0,62.666666666666664,0
73,0.004443595624640769,0.004390165213119228,0.01156512750389993,0.16116497433270477,0.16116497433270477,0.12948250956833363,0.12948250956833363,1.9435886523043577e-05,0.0,62.916666666666664,0
74,0.004352314806325808,0.0043071592633378624,0.011536581424493875,0.1611110392919168,0.1611110392919168,0.12865483667701483,0.12865483667701483,1.8884957775910632e-05,0.0,62.583333333333336,0
75,0.004651604293581752,0.004594221253221854,0.011579447724216152,0.1609889344548713,0.1609889344548713,0.13114763144403696,0.13114763144403696,1.832880966923386e-05,0.0,62.5,0
76,0.004767497486235407,0.004731403447297882,0.011506453265319294,0.1609680436491976,0.1609680436491976,0.12787742400541902,0.12787742400541902,1.776829974308335e-05,0.0,62.333333333333336,0
77,0.00455953288455725,0.004513367566026716,0.01156003856179666,0.16106849304505547,0.16106849304505547,0.12933374382555485,0.12933374382555485,1.7204292263138648e-05,0.0,62.916666666666664,0
78,0.004708518685017932,0.004663700483127463,0.011515685508811657,0.1609897602055354,0.1609897602055354,0.1281528202816844,0.1281528202816844,1.6637656888053755e-05,0.0,62.333333333333336,0
79,0.0043190220030248205,0.004266811908741551,0.01158274237818091,0.16127538524779125,0.16127538524779125,0.12952325865626335,0.12952325865626335,1.6069267328506494e-05,0.0,62.25,0
80,0.0044320309386765505,0.0043765681309777295,0.011551901943505527,0.16108441299929926,0.16108441299929926,0.12930251797661185,0.12930251797661185,1.55e-05,0.0,62.833333333333336,0
81,0.004446258228128386,0.0043927583641808115,0.011718246473876093,0.16217653229074402,0.16217653229074402,0.13097363151609898,0.13097363151609898,1.4930732671493509e-05,0.0,62.333333333333336,0
82,0.004493929128389911,0.0044442130723483485,0.011742319001896817,0.16248346803191777,0.16248346803191777,0.13084814371541142,0.13084814371541142,1.436234311194625e-05,0.0,62.5,0
83,0.004372492882968654,0.004321729404970714,0.011794139064704723,0.16284259767430728,0.16284259767430728,0.13120122533291578,0.13120122533291578,1.3795707736861357e-05,0.0,62.416666666666664,0
84,0.004605374351555724,0.0045514728381953595,0.011670900750004876,0.1620322529309571,0.1620322529309571,0.1300747082568705,0.1300747082568705,1.3231700256916657e-05,0.0,62.333333333333336,0
85,0.004365668991252865,0.004315672903804252,0.011730510895379354,0.16236082250996803,0.16236082250996803,0.13087988644838333,0.13087988644838333,1.2671190330766141e-05,0.0,62.75,0
86,0.004411385324296191,0.00434901014850987,0.011668695613337832,0.16182877329997838,0.16182877329997838,0.13054492883384228,0.13054492883384228,1.2115042224089373e-05,0.0,62.5,0
87,0.004460399360417632,0.004416335759996078,0.011479473447479904,0.16088163125421806,0.16088163125421806,0.12776846904307604,0.12776846904307604,1.1564113476956421e-05,0.0,62.333333333333336,0
88,0.004459703053055837,0.004407491802976911,0.01148042961341389,0.16080421270559486,0.16080421270559486,0.12790392246097326,0.12790392246097326,1.1019253581563265e-05,0.0,62.0,0
89,0.004270849431006714,0.0042202772519222735,0.011630880053189685,0.16138616004766348,0.16138616004766348,0.13152073603123426,0.13152073603123426,1.0481302672376356e-05,0.0,62.5,0
90,0.004291010242514264,0.004244177722352305,0.011618414055263315,0.16158416116837576,0.16158416116837576,0.1296658026985824,0.1296658026985824,9.951090230706199e-06,0.0,62.416666666666664,0
91,0.004425053809340638,0.004381738780648132,0.01149379938447126,0.16079584230856447,0.16079584230856447,0.1283338339999318,0.1283338339999318,9.429433805707298e-06,0.0,62.333333333333336,0
92,0.004712446935703459,0.004663762718888304,0.011443581270569325,0.16044463645468254,0.16044463645468254,0.12769299698993564,0.12769299698993564,8.917137753776572e-06,0.0,62.75,0
93,0.004391507166289443,0.004347821803534657,0.011515043137137582,0.16084376154747637,0.16084376154747637,0.12860862398520112,0.12860862398520112,8.414991998294152e-06,0.0,62.333333333333336,0
94,0.004495059644826525,0.004444495822369671,0.011565957793209236,0.16116786712139533,0.16116786712139533,0.12902643624693155,0.12902643624693155,7.923770811618742e-06,0.0,62.25,0
95,0.0045444563219432,0.004495829240972348,0.011578239821082192,0.16116701963899738,0.16116701963899738,0.12939625373110175,0.12939625373110175,7.4442316212157665e-06,0.0,62.416666666666664,0
96,0.00447883967834015,0.0044354833209862615,0.011443653926676234,0.16048605087687212,0.16048605087687212,0.1273558558896184,0.1273558558896184,6.977113841759141e-06,0.0,62.666666666666664,0
97,0.004628132285322156,0.004577000319538153,0.011454486787130236,0.16053026647872093,0.16053026647872093,0.12717405706644058,0.12717405706644058,6.52313773500741e-06,0.0,62.916666666666664,0
98,0.004348696398696777,0.004296888053647289,0.011390863986974864,0.1601669308054386,0.1601669308054386,0.12614285293966532,0.12614285293966532,6.083003299212339e-06,0.0,62.916666666666664,0
99,0.00453787316890618,0.0044880486460069985,0.01137897431956958,0.16007543518197018,0.16007543518197018,0.12606759183108807,0.12606759183108807,5.657389189772347e-06,0.0,63.083333333333336,0
100,0.004311970189544607,0.004253249805704702,0.011389634460115872,0.1601568650089413,0.1601568650089413,0.12618907075375319,0.12618907075375319,5.2469516727950615e-06,0.0,62.916666666666664,0
101,0.00444124114853,0.004383667980797491,0.011374702067755038,0.16014477125663712,0.16014477125663712,0.12604590132832527,0.12604590132832527,4.852323613182558e-06,0.0,62.5,0
102,0.004446456638858207,0.004395541340060384,0.011394201492407774,0.16016792134933835,0.16016792134933835,0.1264368942938745,0.1264368942938745,4.474113498799551e-06,0.0,62.333333333333336,0
103,0.0045145186907925945,0.004469400419806233,0.011394012670464804,0.16016095158789645,0.16016095158789645,0.12626893166452646,0.12626893166452646,4.112904502229197e-06,0.0,62.583333333333336,0
104,0.004339022438688605,0.004289378648962838,0.011391223057500621,0.16004903151372168,0.16004903151372168,0.12651326227933168,0.12651326227933168,3.769253581563264e-06,0.0,62.666666666666664,0
105,0.004250146032845237,0.004198011776449246,0.01138350948787803,0.16001187272540326,0.16001187272540326,0.12659480888396502,0.12659480888396502,3.443690621613097e-06,0.0,62.666666666666664,0
106,0.00442648506026444,0.004378201072111349,0.01139325209129538,0.16014158603309328,0.16014158603309328,0.12660491280257702,0.12660491280257702,3.1367176168656638e-06,0.0,62.583333333333336,0
107,0.004465165932766506,0.004414871561929583,0.011429285124057387,0.16025803539202427,0.16025803539202427,0.12748875003308058,0.12748875003308058,2.848807897444444e-06,0.0,62.583333333333336,0
108,0.004413478122622728,0.004360143891669092,0.01137906939528932,0.16005080731458246,0.16005080731458246,0.12624528259038925,0.12624528259038925,2.580405399268667e-06,0.0,62.583333333333336,0
109,0.004400928447984774,0.00433307742736291,0.01137292188746386,0.15997668629356152,0.15997668629356152,0.12617353163659573,0.12617353163659573,2.3319239795363204e-06,0.0,62.75,0
110,0.004489820759628869,0.004435999445056559,0.011374716291900455,0.15992045992780599,0.15992045992780599,0.12655309215188026,0.12655309215188026,2.1037467785863424e-06,0.0,62.833333333333336,0
111,0.004703152202604126,0.004654341578812036,0.011390483648387573,0.159990288861,0.159990288861,0.12701997067779303,0.12701997067779303,1.8962256291239796e-06,0.0,62.583333333333336,0
112,0.00448601237463543,0.004431115657141049,0.01138487068630667,0.16000114660911138,0.16000114660911138,0.12652117805555463,0.12652117805555463,1.7096805137202739e-06,0.0,62.833333333333336,0
113,0.00438842121848874,0.004339064557111922,0.011382461131962174,0.1600432258618922,0.1600432258618922,0.1264442941173911,0.1264442941173911,1.544399071422116e-06,0.0,62.416666666666664,0
114,0.004391886494581677,0.004338284177928624,0.0113757152344931,0.1600456292642107,0.1600456292642107,0.12620396725833416,0.12620396725833416,1.4006361542336899e-06,0.0,62.5,0
115,0.004263072182723704,0.004202262841148909,0.01137652645183529,0.1600139399464904,0.1600139399464904,0.12635796424001455,0.12635796424001455,1.2786134341531588e-06,0.0,62.666666666666664,0
116,0.004377911189840865,0.004322476614714472,0.011379083264527967,0.16001497553885108,0.16001497553885108,0.126445472240448,0.126445472240448,1.1785190613705039e-06,0.0,62.416666666666664,0
117,0.004298601935985857,0.004243736775069667,0.011378447001145986,0.15998471026689962,0.15998471026689962,0.12655415385961533,0.12655415385961533,1.1005073741535687e-06,0.0,62.75,0
118,0.004318290637938402,0.0042643832899405725,0.011361282724836386,0.1599024876979234,0.1599024876979234,0.12616716651245952,0.12616716651245952,1.0446986608696444e-06,0.0,62.75,0
119,0.004393602879957825,0.004342434418013063,0.0113516800405975,0.1598115187374938,0.1598115187374938,0.12613480538129807,0.12613480538129807,1.011178974509518e-06,0.0,62.833333333333336,0
120,0.004310040314572284,0.004258623566180909,0.011351582077708144,0.1598358712890499,0.1598358712890499,0.1259766835719347,0.1259766835719347,3e-05,0.0,62.416666666666664,0
121,0.004511158484049815,0.004452575585891812,0.011420980387850221,0.1603573304078859,0.1603573304078859,0.12688409769907594,0.12688409769907594,2.999720498698994e-05,0.0,62.75,0
122,0.004625136375640832,0.0045463759862743,0.01175546371814562,0.1618924408447326,0.1618924408447326,0.13557941373437643,0.13557941373437643,2.9988821025490485e-05,0.0,62.583333333333336,0
123,0.004489757586578473,0.004443366666304232,0.011585999135320435,0.16154687578686755,0.16154687578686755,0.12883831886574626,0.12883831886574626,2.9974851347678384e-05,0.0,62.833333333333336,0
124,0.004428070596975747,0.004372954984066584,0.011681212690007214,0.16184353735847393,0.16184353735847393,0.13097073417156935,0.13097073417156935,2.995530133913036e-05,0.0,63.083333333333336,0
125,0.004560766677801414,0.004502340855975401,0.01137836644051049,0.16010329252898717,0.16010329252898717,0.12643038528040051,0.12643038528040051,2.9930178536746855e-05,0.0,62.666666666666664,0
126,0.0045463183484883984,0.004492812853645963,0.011562196611464515,0.16131122889810368,0.16131122889810368,0.1289662611670792,0.1289662611670792,2.9899492625846433e-05,0.0,62.583333333333336,0
127,0.004499557462221699,0.004452926291436812,0.011440878379801234,0.16030694433062306,0.16030694433062306,0.1278292085044086,0.1278292085044086,2.986325543643187e-05,0.0,62.25,0
128,0.0046859906675646495,0.0046268636609786045,0.011410636527216411,0.16035417098416632,0.16035417098416632,0.1273833056911826,0.1273833056911826,2.98214809386295e-05,0.0,62.083333333333336,0
129,0.004517394015002828,0.004463549909574895,0.011393592102194816,0.16068120948685724,0.16068120948685724,0.12598365219309926,0.12598365219309926,2.977418523730343e-05,0.0,62.416666666666664,0
130,0.004380054218576864,0.0043267923260449,0.011506727244298354,0.1606058943184682,0.1606058943184682,0.12857931572943926,0.12857931572943926,2.9721386565846843e-05,0.0,62.416666666666664,0
131,0.004229743679468514,0.004157773654084294,0.011685796307574492,0.16114291291297173,0.16114291291297173,0.13595654722303152,0.13595654722303152,2.966310527915265e-05,0.0,62.833333333333336,0
132,0.004867922093790216,0.004834858254213259,0.011820603515843686,0.16306898378741744,0.16306898378741744,0.13309545069932938,0.13309545069932938,2.959936384576631e-05,0.0,62.5,0
133,0.004226966005766207,0.0041459085519951104,0.01165009965916397,0.1609505243722757,0.1609505243722757,0.13528360985219479,0.13528360985219479,2.9530186839223767e-05,0.0,62.583333333333336,0
134,0.004710050449805831,0.004667896910427139,0.011641712727850972,0.1617154218698481,0.1617154218698481,0.13030879199504852,0.13030879199504852,2.9455600928577886e-05,0.0,62.583333333333336,0
135,0.004363875151898671,0.004304487006783752,0.01121286699594748,0.15848916639048904,0.15848916639048904,0.12769923266023397,0.12769923266023397,2.9375634868117027e-05,0.0,62.333333333333336,0
136,0.004369613533785671,0.0043183249875337676,0.01119303617872447,0.15909195515645252,0.15909195515645252,0.12387328781187534,0.12387328781187534,2.929031948627973e-05,0.0,62.0,0
137,0.004166070043527586,0.004112617836183417,0.011187392813098995,0.15896882175961036,0.15896882175961036,0.12376864952966571,0.12376864952966571,2.9199687673769734e-05,0.0,62.583333333333336,0
138,0.004353760957597628,0.004300563351921798,0.01116660067492603,0.15898060208581255,0.15898060208581255,0.12349696084856987,0.12349696084856987,2.9103774370876022e-05,0.0,62.583333333333336,0
139,0.004533584689129257,0.00447369324274089,0.011116870572323023,0.15767902499467035,0.15767902499467035,0.12755620013922453,0.12755620013922453,2.900261655400265e-05,0.0,62.666666666666664,0
140,0.00460213126838956,0.004559056675872518,0.011117138387476189,0.15841163103981748,0.15841163103981748,0.12291078735142946,0.12291078735142946,2.8896253221413658e-05,0.0,62.916666666666664,0
141,0.0045767945979788595,0.004502960023247719,0.011389490972931071,0.16035548753629192,0.16035548753629192,0.12643345352262259,0.12643345352262259,2.8784725378198474e-05,0.0,62.5,0
142,0.004572348298828565,0.004521213988761967,0.01118453065646463,0.15835938877690675,0.15835938877690675,0.12702721124514937,0.12702721124514937,2.866807602046368e-05,0.0,62.583333333333336,0
143,0.004506987721861656,0.0044528767055677715,0.011916527198081894,0.1645548365930533,0.1645548365930533,0.13213865365833044,0.13213865365833044,2.8546350118757212e-05,0.0,62.833333333333336,0
144,0.004449856439318328,0.004399652780989527,0.011386161476195866,0.1606428226962569,0.1606428226962569,0.1247686268761754,0.1247686268761754,2.8419594600731333e-05,0.0,62.833333333333336,0
145,0.0044974582408351515,0.0044502611296874444,0.011316917476960953,0.1602144948128836,0.1602144948128836,0.12451471108943224,0.12451471108943224,2.8287858333051148e-05,0.0,62.583333333333336,0
146,0.004701804835629591,0.00464080486851041,0.011341137847523441,0.15954831609268227,0.15954831609268227,0.1269072969444096,0.1269072969444096,2.8151192102555558e-05,0.0,62.5,0
147,0.004499835954517393,0.004456681112530071,0.01161303092859356,0.1615352807907522,0.1615352807907522,0.12870488315820694,0.12870488315820694,2.8009648596677982e-05,0.0,63.166666666666664,0
148,0.004477720883102165,0.00442616358298093,0.011226564270060635,0.1588394646843416,0.1588394646843416,0.1262613395228982,0.1262613395228982,2.7863282383134336e-05,0.0,62.666666666666664,0
149,0.0042849014327307105,0.00423186925814889,0.011534198102026494,0.160649847596248,0.160649847596248,0.13012178801000118,0.13012178801000118,2.7712149888886156e-05,0.0,62.333333333333336,0
150,0.004254988667437626,0.004209336576116761,0.01134471969398021,0.15942857409657143,0.15942857409657143,0.12762277945876122,0.12762277945876122,2.7556309378386908e-05,0.0,62.833333333333336,0
151,0.004340835352486749,0.004286766081293081,0.01114675238034124,0.15885836548154764,0.15885836548154764,0.12244298215955496,0.12244298215955496,2.739582093111995e-05,0.0,62.416666666666664,0
152,0.004600216903470924,0.004546840827758716,0.011251087936646087,0.1591466161431057,0.1591466161431057,0.1254567950963974,0.1254567950963974,2.7230746418436738e-05,0.0,62.416666666666664,0
153,0.004259786102543394,0.0041703824622377145,0.01142755836917786,0.15967227817202848,0.15967227817202848,0.13155695609748363,0.13155695609748363,2.7061149479704253e-05,0.0,62.25,0
154,0.0044717074495695085,0.004419430836018516,0.01118824786794903,0.15840203233609607,0.15840203233609607,0.1272636568173766,0.1272636568173766,2.6887095497770802e-05,0.0,62.75,0
